LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1709872314.583779,742504.000,55880,3,PI,1,100,179077
1709872314.623778,742544.000,55896,2,PI,1,100,179071
1709872314.663777,742584.000,55896,2,PI,1,100,179084
1709872314.703776,742624.000,55912,3,PI,1,100,179090
1709872314.743776,742664.000,55912,3,PI,1,100,179071
1709872314.783775,742704.000,55912,3,PI,1,100,179081
1709872314.823774,742744.000,55927,2,PI,1,100,179093
1709872314.863774,742784.000,55927,2,PI,1,100,179091
1709872314.903773,742824.000,55945,3,PI,1,100,179061
1709872314.943772,742864.000,55945,3,PI,1,100,179074
1709872314.983771,742904.000,55945,3,PI,1,100,179067
1709872315.023771,742944.000,55961,2,PI,1,100,179065
1709872315.063770,742984.000,55961,2,PI,1,100,179090
1709872315.103769,743024.000,55979,3,PI,1,100,179080
1709872315.143769,743064.000,55979,3,PI,1,100,179074
1709872315.183768,743104.000,55979,3,PI,1,100,179077
1709872315.223767,743144.000,55997,3,PI,1,100,179074
1709872315.263766,743184.000,55997,3,PI,1,100,179073
1709872315.303766,743224.000,55997,3,PI,1,100,179061
1709872315.343765,743264.000,56014,2,PI,1,100,179087
1709872315.383764,743304.000,56014,2,PI,1,100,179088
1709872315.423764,743344.000,56030,3,PI,1,100,179066
1709872315.463763,743384.000,56030,3,PI,1,100,179105
1709872315.503762,743424.000,56030,3,PI,1,100,179093
1709872315.543761,743464.000,56048,2,PI,1,100,179115
1709872315.583760,743504.000,56048,2,PI,1,100,179114
1709872315.623760,743544.000,56062,3,PI,1,100,179101
1709872315.663759,743584.000,56062,3,PI,1,100,179083
1709872315.703758,743624.000,56062,3,PI,1,100,179073
1709872315.743758,743664.000,56079,2,PI,1,100,179093
1709872315.783757,743704.000,56079,2,PI,1,100,179089
1709872315.823756,743744.000,56098,3,PI,1,100,179087
1709872315.863755,743784.000,56098,3,PI,1,100,179073
1709872315.903755,743824.000,56098,3,PI,1,100,179094
1709872315.943754,743864.000,56115,2,PI,1,100,179094
1709872315.983753,743904.000,56115,2,PI,1,100,179061
1709872316.023753,743944.000,56129,3,PI,1,100,179083
1709872316.063752,743984.000,56129,3,PI,1,100,179078
1709872316.103751,744024.000,56129,3,PI,1,100,179085
1709872316.143750,744064.000,56148,2,PI,1,100,179103
1709872316.183750,744104.000,56148,2,PI,1,100,179097
1709872316.223749,744144.000,56165,3,PI,1,100,179092
1709872316.263748,744184.000,56165,3,PI,1,100,179118
