LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1701221187.723462,2344978.000,57595,3,AY,1,100,-0.001
1701221187.763454,2345018.000,57595,3,AY,1,100,-0.009
1701221187.803446,2345058.000,57595,3,AY,1,100,-0.004
1701221187.843438,2345098.000,57613,2,AY,1,100,-0.002
1701221187.883430,2345138.000,57613,2,AY,1,100,-0.014
1701221187.923422,2345178.000,57631,3,AY,1,100,-0.008
1701221187.963414,2345218.000,57631,3,AY,1,100,-0.027
1701221188.003406,2345258.000,57631,3,AY,1,100,-0.011
1701221188.038732,2345293.333,57648,3,AY,1,100,-0.026
1701221188.074059,2345328.667,57648,3,AY,1,100,-0.022
1701221188.109385,2345364.000,57648,3,AY,1,100,-0.011
1701221188.149377,2345404.000,57663,2,AY,1,100,-0.017
1701221188.189369,2345444.000,57663,2,AY,1,100,-0.012
1701221188.229361,2345484.000,57680,3,AY,1,100,-0.019
1701221188.269353,2345524.000,57680,3,AY,1,100,-0.017
1701221188.309345,2345564.000,57680,3,AY,1,100,-0.020
1701221188.349337,2345604.000,57696,3,AY,1,100,-0.013
1701221188.389329,2345644.000,57696,3,AY,1,100,-0.010
1701221188.429321,2345684.000,57696,3,AY,1,100,-0.026
1701221188.469313,2345724.000,57714,2,AY,1,100,-0.005
1701221188.509305,2345764.000,57714,2,AY,1,100,-0.020
1701221188.549297,2345804.000,57730,3,AY,1,100,-0.019
1701221188.589289,2345844.000,57730,3,AY,1,100,-0.018
1701221188.629281,2345884.000,57730,3,AY,1,100,-0.017
1701221188.669273,2345924.000,57747,2,AY,1,100,-0.027
1701221188.709265,2345964.000,57747,2,AY,1,100,-0.017
1701221188.749257,2346004.000,57763,3,AY,1,100,-0.016
1701221188.789249,2346044.000,57763,3,AY,1,100,-0.016
1701221188.829241,2346084.000,57763,3,AY,1,100,-0.015
1701221188.869233,2346124.000,57781,2,AY,1,100,-0.013
1701221188.909225,2346164.000,57781,2,AY,1,100,-0.015
1701221188.949217,2346204.000,57795,3,AY,1,100,-0.017
1701221188.989209,2346244.000,57795,3,AY,1,100,-0.020
1701221189.029201,2346284.000,57795,3,AY,1,100,-0.019
1701221189.069193,2346324.000,57812,2,AY,1,100,-0.021
1701221189.109185,2346364.000,57812,2,AY,1,100,-0.014
1701221189.149177,2346404.000,57829,3,AY,1,100,-0.020
1701221189.189169,2346444.000,57829,3,AY,1,100,-0.017
1701221189.229161,2346484.000,57829,3,AY,1,100,-0.020
1701221189.269153,2346524.000,57846,2,AY,1,100,-0.020
1701221189.309145,2346564.000,57846,2,AY,1,100,-0.015
1701221189.349137,2346604.000,57860,3,AY,1,100,-0.017
